LEADID,Last Name,Company,Lead Owner Id,Lead Owner,Email,Mobile,Website,Industry,Lead Source,Lead Status,Created Time,CONVERTED
1500,Paula,Ansu Manufacturing Inc,1006,Harold Pawlan,paula@samplecompany.com,(800) - 456 - 1500,,Communications,Advertisement,Pre Qualified,"26 Jul, 2011 00:00:00",
1501,Pedro,Butler Gear & Machine Inc,1009,Thomas Mondrake,pedro@samplecompany.com,(800) - 456 - 1501,,Consulting,Sales Mail Alias,Contact in Future,"26 Jul, 2011 00:00:00",
1502,Thomas,Center Manufacturing Inc,1003,Lazar Mathew,thomas@samplecompany.com,(800) - 456 - 1502,,Financial Services,Cold Call,Contacted,"26 Jul, 2011 00:00:00",
1503,Sven,Cleveland City Forge,1002,Santa Cruz Clara,sven@samplecompany.com,(800) - 456 - 1503,,Government/Military,Partner,Junk Lead,"26 Jul, 2011 00:00:00",
1504,Ann,"Industrial Tech Services, Inc.",1006,Harold Pawlan,ann@samplecompany.com,(800) - 456 - 1504,,IT Services,Public Relations,Attempted to Contact,"26 Jul, 2011 00:00:00",
1505,Alexander,Hartville E D M Co Inc,1003,Lazar Mathew,alexander@samplecompany.com,(800) - 456 - 1505,,Pharma,Web Research,Pre Qualified,"26 Jul, 2011 00:00:00",
1506,Rita,J J Ryan Corp,1002,Santa Cruz Clara,rita@samplecompany.com,(800) - 456 - 1506,,IT Services,OnlineStore,Contact in Future,"26 Jul, 2011 00:00:00",
1507,Yoshi,Jandi Machine & Tool Div,1009,Thomas Mondrake,yoshi@samplecompany.com,(800) - 456 - 1507,,Education,External Referral,Lost Lead,"26 Jul, 2011 00:00:00",
1508,Patricio,Metric Machine Co Of Gastonia,1005,Steffi Graf,patricio@samplecompany.com,(800) - 456 - 1508,,Government/Military,Web Research,Contacted,"26 Jul, 2011 00:00:00",
1509,Paula,Mid-State Machine Co Inc,1008,Roger Terrence,paula@samplecompany.com,(800) - 456 - 1509,,Manufacturing,Advertisement,Not Contacted,"26 Jul, 2011 00:00:00",
1510,Diego,Modern Machine Co Inc,1006,Harold Pawlan,diego@samplecompany.com,(800) - 456 - 1510,,Education,Sales Mail Alias,Contact in Future,"26 Jul, 2011 00:00:00",
1511,Mary,Motor Specialty Inc,1005,Steffi Graf,mary@samplecompany.com,(800) - 456 - 1511,,Pharma,Public Relations,Contacted,"26 Jul, 2011 00:00:00",
1512,Pirkko,O'Brien Gear Co,1006,Harold Pawlan,pirkko@samplecompany.com,(800) - 456 - 1512,,Communications,Cold Call,Junk Lead,"26 Jul, 2011 00:00:00",
1513,Steve,Ovako Ajax Inc,1006,Harold Pawlan,steve@samplecompany.com,(800) - 456 - 1513,,Government/Military,OnlineStore,Attempted to Contact,"26 Jul, 2011 00:00:00",
1514,Fran,Raycar Gear & Machine Co,1003,Lazar Mathew,fran@samplecompany.com,(800) - 456 - 1514,,Manufacturing,Web Research,Pre Qualified,"26 Jul, 2011 00:00:00",
1515,Jytte,Valley Gear Inc,1002,Santa Cruz Clara,jytte@samplecompany.com,(800) - 456 - 1515,,Service Provider,External Referral,Contact in Future,"26 Jul, 2011 00:00:00",
1516,Pascale,Allied Tube & Conduit,1004,Pete Zachriah,pascale@samplecompany.com,(800) - 456 - 1516,,Service Provider,OnlineStore,Lost Lead,"26 Jul, 2011 00:00:00",
1033,Bill,Extrusions Inc.,1009,Thomas Mondrake,bill@samplecompany.com,(800) - 456 - 1033,,Communications,Partner,Contact in Future,"25 Jul, 2011 00:00:00",
1034,Yvonne,HIS an Inductotherm Co.,1004,Pete Zachriah,yvonne@samplecompany.com,(800) - 456 - 1034,,IT Services,External Referral,Contacted,"25 Jul, 2011 00:00:00",
1035,Mario,Bosch Rexroth Corporation,1011,Tina Thomas,mario@samplecompany.com,(800) - 456 - 1035,,Financial Services,OnlineStore,Junk Lead,"25 Jul, 2011 00:00:00",
1036,Yoshi,Acme Steel Company,1006,Harold Pawlan,yoshi@samplecompany.com,(800) - 456 - 1036,,Government/Military,Employee Referral,Attempted to Contact,"25 Jul, 2011 00:00:00",
1037,Ann,Anderson Machine & Supply,1006,Harold Pawlan,ann@samplecompany.com,(800) - 456 - 1037,,Pharma,OnlineStore,Pre Qualified,"25 Jul, 2011 00:00:00",
1038,Simon,Handy & Harman,1009,Thomas Mondrake,simon@samplecompany.com,(800) - 456 - 1038,,Financial Services,Cold Call,Contact in Future,"22 Jul, 2011 00:00:00",
1039,Martine,Paramount Forge,1005,Steffi Graf,martine@samplecompany.com,(800) - 456 - 1039,,Manufacturing,Advertisement,Lost Lead,"22 Jul, 2011 00:00:00",
1040,Art,General Extrusions Inc.,1008,Roger Terrence,art@samplecompany.com,(800) - 456 - 1040,,Service Provider,Trade Show,Not Contacted,"20 Jul, 2011 00:00:00",
1041,Chris,Extrusion Press & Systems Service,1010,Augustine Paul,chris@samplecompany.com,(800) - 456 - 1041,,Government/Military,Partner,Pre Qualified,"20 Jul, 2011 00:00:00",
1042,Christina,Novatec Process Systems,1004,Pete Zachriah,christina@samplecompany.com,(800) - 456 - 1042,,Education,Trade Show,Contact in Future,"20 Jul, 2011 00:00:00",
1043,Patricia,Dayton Forging & Heat Treating,1007,David Love,patricia@samplecompany.com,(800) - 456 - 1043,,IT Services,Sales Mail Alias,Contacted,"20 Jul, 2011 00:00:00",
1044,Jaime,OMSCO Industries,1009,Thomas Mondrake,jaime@samplecompany.com,(800) - 456 - 1044,,Government/Military,Employee Referral,Junk Lead,"20 Jul, 2011 00:00:00",
1045,Jean,Kaiser Aluminum & Chemical Corp,1002,Santa Cruz Clara,jean@samplecompany.com,(800) - 456 - 1045,,Education,Advertisement,Attempted to Contact,"20 Jul, 2011 00:00:00",
1556,Sergio,"Visiion Financial Group, Inc.",1003,Lazar Mathew,sergio@samplecompany.com,(800) - 456 - 1556,,Education,Web Research,Contact in Future,"14 Jul, 2011 00:00:00",
1557,Patricio,Anvil Products,1007,David Love,patricio@samplecompany.com,(800) - 456 - 1557,,Technology,Web Research,Contacted,"14 Jul, 2011 00:00:00",
1558,Ann,C & L Gear & Machine Inc,1009,Thomas Mondrake,ann@samplecompany.com,(800) - 456 - 1558,,Education,External Referral,Junk Lead,"14 Jul, 2011 00:00:00",
1559,Pascale,Hurst Enterprises Inc,1001,Rozario Diego,pascale@samplecompany.com,(800) - 456 - 1559,,Communications,Advertisement,Attempted to Contact,"14 Jul, 2011 00:00:00",
1560,Pirkko,J B Stamping Inc,1009,Thomas Mondrake,pirkko@samplecompany.com,(800) - 456 - 1560,,IT Services,OnlineStore,Contact in Future,"14 Jul, 2011 00:00:00",
1561,Ana,Randolph Manufacturing Co,1003,Lazar Mathew,ana@samplecompany.com,(800) - 456 - 1561,,Government/Military,Partner,Lost Lead,"14 Jul, 2011 00:00:00",
1562,Rita,Riley Gear Corp,1010,Augustine Paul,rita@samplecompany.com,(800) - 456 - 1562,,Financial Services,Web Research,Contacted,"14 Jul, 2011 00:00:00",
1563,Annette,Walker Forge Inc,1009,Thomas Mondrake,annette@samplecompany.com,(800) - 456 - 1563,,Technology,Public Relations,Not Contacted,"14 Jul, 2011 00:00:00",
1564,Roland,PMT,1005,Steffi Graf,roland@samplecompany.com,(800) - 456 - 1564,,Pharma,Sales Mail Alias,Pre Qualified,"14 Jul, 2011 00:00:00",
1565,Janine,Metaldyne Fittings,1009,Thomas Mondrake,janine@samplecompany.com,(800) - 456 - 1565,,IT Services,Advertisement,Contact in Future,"14 Jul, 2011 00:00:00",
1566,Catherine,Para Faith Inc.,1002,Santa Cruz Clara,catherine@samplecompany.com,(800) - 456 - 1566,,Communications,Trade Show,Contacted,"14 Jul, 2011 00:00:00",
1046,Henriette,Bonney Forge Corp,1008,Roger Terrence,henriette@samplecompany.com,(800) - 456 - 1046,,Education,OnlineStore,Pre Qualified,"08 Jul, 2011 00:00:00",
1047,Yvonne,Boston Gear Operations,1004,Pete Zachriah,yvonne@samplecompany.com,(800) - 456 - 1047,,Financial Services,Cold Call,Contact in Future,"08 Jul, 2011 00:00:00",
1049,Roland,Krupp Gerlach Crankshaft Co,1007,David Love,roland@samplecompany.com,(800) - 456 - 1049,,Communications,Trade Show,Contacted,"08 Jul, 2011 00:00:00",
1050,Felipe,Tamrock Coal-Eimco,1009,Thomas Mondrake,felipe@samplecompany.com,(800) - 456 - 1050,,Communications,Web Research,Pre Qualified,"08 Jul, 2011 00:00:00",
1052,Francisco,Hydro Aluminum Cedar Tools,1010,Augustine Paul,francisco@samplecompany.com,(800) - 456 - 1052,,Government/Military,External Referral,Contacted,"24 Jun, 2011 00:00:00",
1053,Philip,U.S. Steel Fairfield,1010,Augustine Paul,philip@samplecompany.com,(800) - 456 - 1053,,Government/Military,Employee Referral,Junk Lead,"24 Jun, 2011 00:00:00",
1054,Jose,Moline Forge Inc,1005,Steffi Graf,jose@samplecompany.com,(800) - 456 - 1054,,Education,Trade Show,Attempted to Contact,"23 Jun, 2011 00:00:00",
1055,Paul,Vaughan & Bushnell Manufacturing Co,1001,Rozario Diego,paul@samplecompany.com,(800) - 456 - 1055,,Service Provider,Cold Call,Pre Qualified,"23 Jun, 2011 00:00:00",
1567,Elizabeth,Kinro Inc.,1002,Santa Cruz Clara,elizabeth@samplecompany.com,(800) - 456 - 1567,,IT Services,Advertisement,Junk Lead,"23 Jun, 2011 00:00:00",
1568,Paul,Fabco Tool & Machine,1010,Augustine Paul,paul@samplecompany.com,(800) - 456 - 1568,,Manufacturing,Sales Mail Alias,Attempted to Contact,"23 Jun, 2011 00:00:00",
1569,Janine,General Products Corp,1005,Steffi Graf,janine@samplecompany.com,(800) - 456 - 1569,,Manufacturing,Advertisement,Pre Qualified,"23 Jun, 2011 00:00:00",
1570,Alan,Kentucky Forge Inc,1009,Thomas Mondrake,alan@samplecompany.com,(800) - 456 - 1570,,Consulting,Sales Mail Alias,Lost Lead,"23 Jun, 2011 00:00:00",
1571,Elizabeth,Prophet Gear,1001,Rozario Diego,elizabeth@samplecompany.com,(800) - 456 - 1571,,Communications,Cold Call,Contacted,"23 Jun, 2011 00:00:00",
1572,Paolo,Reliable Die Service Inc,1004,Pete Zachriah,paolo@samplecompany.com,(800) - 456 - 1572,,Manufacturing,Cold Call,Not Contacted,"23 Jun, 2011 00:00:00",
1573,Jean,S J Chain & Wire Rope Inc,1009,Thomas Mondrake,jean@samplecompany.com,(800) - 456 - 1573,,Service Provider,OnlineStore,Pre Qualified,"23 Jun, 2011 00:00:00",
1574,Fredrique,Scot Forge Company,1001,Rozario Diego,fredrique@samplecompany.com,(800) - 456 - 1574,,Technology,Web Research,Contact in Future,"23 Jun, 2011 00:00:00",
1575,Pirkko,Sumitomo Machinery Corp,1009,Thomas Mondrake,pirkko@samplecompany.com,(800) - 456 - 1575,,Service Provider,Public Relations,Contacted,"23 Jun, 2011 00:00:00",
1576,Roland,"Klein Tools, Inc.",1008,Roger Terrence,roland@samplecompany.com,(800) - 456 - 1576,,Financial Services,External Referral,Junk Lead,"23 Jun, 2011 00:00:00",
1577,Carine,"Pioneer Tool and Forge, Inc.",1007,David Love,carine@samplecompany.com,(800) - 456 - 1577,,Education,Cold Call,Attempted to Contact,"23 Jun, 2011 00:00:00",
1056,Jonas,Brewer Machine & Gear Co,1003,Lazar Mathew,jonas@samplecompany.com,(800) - 456 - 1056,,IT Services,Advertisement,Contact in Future,"21 Jun, 2011 00:00:00",
1057,Manuel,Eastern Chain Works Inc,1002,Santa Cruz Clara,manuel@samplecompany.com,(800) - 456 - 1057,,Technology,Cold Call,Lost Lead,"21 Jun, 2011 00:00:00",
1613,Christina,Keller Industries Inc.,1004,Pete Zachriah,christina@samplecompany.com,(800) - 456 - 1613,,IT Services,Trade Show,Pre Qualified,"10 Jun, 2011 00:00:00",
1614,Hari,Alcan Aluminum Corporation,1001,Rozario Diego,hari@samplecompany.com,(800) - 456 - 1614,,Government/Military,Employee Referral,Contact in Future,"10 Jun, 2011 00:00:00",
1615,Thomas,Aldom,1008,Roger Terrence,thomas@samplecompany.com,(800) - 456 - 1615,,Communications,External Referral,Lost Lead,"10 Jun, 2011 00:00:00",
1616,Alejandra,Gemini Aluminum World,1005,Steffi Graf,alejandra@samplecompany.com,(800) - 456 - 1616,,Education,Advertisement,Contacted,"10 Jun, 2011 00:00:00",
1617,Giovanni,Michigan Extruded Aluminum,1011,Tina Thomas,giovanni@samplecompany.com,(800) - 456 - 1617,,IT Services,Employee Referral,Not Contacted,"10 Jun, 2011 00:00:00",
1618,Felipe,Special Metals Corporation,1002,Santa Cruz Clara,felipe@samplecompany.com,(800) - 456 - 1618,,Financial Services,Sales Mail Alias,Pre Qualified,"10 Jun, 2011 00:00:00",
1619,Felipe,Bluestreak Finishers,1002,Santa Cruz Clara,felipe@samplecompany.com,(800) - 456 - 1619,,IT Services,Trade Show,Contact in Future,"10 Jun, 2011 00:00:00",
1620,Mary,Armco Inc. - Sawhill Tubular Division,1001,Rozario Diego,mary@samplecompany.com,(800) - 456 - 1620,,Government/Military,OnlineStore,Junk Lead,"10 Jun, 2011 00:00:00",
1621,Bill,Clark Artistic Iron,1009,Thomas Mondrake,bill@samplecompany.com,(800) - 456 - 1621,,Consulting,Cold Call,Attempted to Contact,"10 Jun, 2011 00:00:00",
1622,Renate,Delta Gear Co,1011,Tina Thomas,renate@samplecompany.com,(800) - 456 - 1622,,IT Services,Public Relations,Pre Qualified,"10 Jun, 2011 00:00:00",
1623,Patricio,Rochester Gear Inc,1010,Augustine Paul,patricio@samplecompany.com,(800) - 456 - 1623,,IT Services,Sales Mail Alias,Contact in Future,"10 Jun, 2011 00:00:00",
1624,Hanna,Task Machine Inc,1002,Santa Cruz Clara,hanna@samplecompany.com,(800) - 456 - 1624,,Communications,Cold Call,Lost Lead,"10 Jun, 2011 00:00:00",
1625,Karl,Timminco Corporation,1006,Harold Pawlan,karl@samplecompany.com,(800) - 456 - 1625,,Government/Military,OnlineStore,Contacted,"10 Jun, 2011 00:00:00",
1626,Janete,Standard Steel Div. - Freedom Forge Corp.,1008,Roger Terrence,janete@samplecompany.com,(800) - 456 - 1626,,Financial Services,External Referral,Not Contacted,"10 Jun, 2011 00:00:00",
1058,Jean,CSC Ltd.,1009,Thomas Mondrake,jean@samplecompany.com,(800) - 456 - 1058,,Communications,OnlineStore,Contacted,"07 Jun, 2011 00:00:00",
1059,Alexander,Sandvik Steel Company,1006,Harold Pawlan,alexander@samplecompany.com,(800) - 456 - 1059,,Government/Military,Sales Mail Alias,Not Contacted,"07 Jun, 2011 00:00:00",
1060,Thomas,U.S. Steel - Fairless Works,1009,Thomas Mondrake,thomas@samplecompany.com,(800) - 456 - 1060,,Consulting,Cold Call,Contact in Future,"07 Jun, 2011 00:00:00",
1061,Eduardo,B C Manufacturing Inc,1004,Pete Zachriah,eduardo@samplecompany.com,(800) - 456 - 1061,,Government/Military,Trade Show,Contacted,"07 Jun, 2011 00:00:00",
1062,Ana,Halstead Metal Products Group,1003,Lazar Mathew,ana@samplecompany.com,(800) - 456 - 1062,,Manufacturing,Advertisement,Junk Lead,"25 May, 2011 00:00:00",
1063,Steve,"Aluminum Extrusion Consultant, Inc.",1008,Roger Terrence,steve@samplecompany.com,(800) - 456 - 1063,,Manufacturing,Cold Call,Attempted to Contact,"25 May, 2011 00:00:00",
1064,Maria,Bristol Metals,1005,Steffi Graf,maria@samplecompany.com,(800) - 456 - 1064,,Financial Services,Employee Referral,Pre Qualified,"25 May, 2011 00:00:00",
1065,Elizabeth,Ficklin Machine Co Inc,1009,Thomas Mondrake,elizabeth@samplecompany.com,(800) - 456 - 1065,,Education,Employee Referral,Contact in Future,"25 May, 2011 00:00:00",
1066,Hari,Frizzelle & Parsons Die Sink Co,1011,Tina Thomas,hari@samplecompany.com,(800) - 456 - 1066,,Consulting,Public Relations,Lost Lead,"25 May, 2011 00:00:00",
1067,Elizabeth,Heritage Custom Fabricators,1009,Thomas Mondrake,elizabeth@samplecompany.com,(800) - 456 - 1067,,Consulting,External Referral,Contacted,"25 May, 2011 00:00:00",
1068,Mario,Petro Gear Co,1008,Roger Terrence,mario@samplecompany.com,(800) - 456 - 1068,,Education,Employee Referral,Not Contacted,"25 May, 2011 00:00:00",
1069,Simon,"Potter & Associates, Inc.",1001,Rozario Diego,simon@samplecompany.com,(800) - 456 - 1069,,Financial Services,Cold Call,Pre Qualified,"25 May, 2011 00:00:00",
1070,Mark,Extruded Metals,1009,Thomas Mondrake,mark@samplecompany.com,(800) - 456 - 1070,,Education,Trade Show,Contacted,"24 May, 2011 00:00:00",
1071,Diego,"Mideast Aluminum, A Div. of Indalex Aluminum",1006,Harold Pawlan,diego@samplecompany.com,(800) - 456 - 1071,,Pharma,Trade Show,Junk Lead,"23 May, 2011 00:00:00",
1073,Elizabeth,YKK 'USA' Inc.,1011,Tina Thomas,elizabeth@samplecompany.com,(800) - 456 - 1073,,Education,Sales Mail Alias,Pre Qualified,"23 May, 2011 00:00:00",
1074,Henriette,Alumax,1009,Thomas Mondrake,henriette@samplecompany.com,(800) - 456 - 1074,,Government/Military,Advertisement,Contact in Future,"23 May, 2011 00:00:00",
1075,Yang,Satellite Gear,1008,Roger Terrence,yang@samplecompany.com,(800) - 456 - 1075,,Service Provider,Employee Referral,Lost Lead,"22 May, 2011 00:00:00",
1076,Catherine,Kautex Textron North America,1001,Rozario Diego,catherine@samplecompany.com,(800) - 456 - 1076,,Financial Services,Trade Show,Contacted,"22 May, 2011 00:00:00",
1077,Marie,Tellkamp Systems,1009,Thomas Mondrake,marie@samplecompany.com,(800) - 456 - 1077,,Government/Military,Advertisement,Not Contacted,"13 May, 2011 00:00:00",
1079,Guillermo,North American Mfg. Co.,1006,Harold Pawlan,guillermo@samplecompany.com,(800) - 456 - 1079,,Pharma,Public Relations,Contact in Future,"08 May, 2011 00:00:00",
1080,Ann,Cincinnati Gear Co,1009,Thomas Mondrake,ann@samplecompany.com,(800) - 456 - 1080,,IT Services,Trade Show,Junk Lead,"08 May, 2011 00:00:00",
1081,Philip,Getrag Gears Of North America,1006,Harold Pawlan,philip@samplecompany.com,(800) - 456 - 1081,,Manufacturing,Employee Referral,Attempted to Contact,"08 May, 2011 00:00:00",
1082,Marie,Invincible Gear Co,1001,Rozario Diego,marie@samplecompany.com,(800) - 456 - 1082,,Financial Services,OnlineStore,Pre Qualified,"08 May, 2011 00:00:00",
1083,Lucia,Metal Forming & Coining Corp,1005,Steffi Graf,lucia@samplecompany.com,(800) - 456 - 1083,,Government/Military,Web Research,Contact in Future,"08 May, 2011 00:00:00",
1078,Art,SMS Demag,1004,Pete Zachriah,art@samplecompany.com,(800) - 456 - 1078,,Pharma,Cold Call,Pre Qualified,"08 May, 2011 00:00:00",
1084,Karl,Midwest Gear Corp,1007,David Love,karl@samplecompany.com,(800) - 456 - 1084,,IT Services,Public Relations,Lost Lead,"07 May, 2011 00:00:00",
1660,Isabel,Alexandria Extrusion Company,1004,Pete Zachriah,isabel@samplecompany.com,(800) - 456 - 1660,,Financial Services,Employee Referral,Lost Lead,"05 May, 2011 00:00:00",
1661,Victoria,Ebner Furnaces Inc.,1007,David Love,victoria@samplecompany.com,(800) - 456 - 1661,,Pharma,Partner,Contacted,"05 May, 2011 00:00:00",
1662,Karl,"Feseco, Inc.",1001,Rozario Diego,karl@samplecompany.com,(800) - 456 - 1662,,Education,Cold Call,Not Contacted,"05 May, 2011 00:00:00",
1663,Diego,Novamax Technologies US Inc.,1006,Harold Pawlan,diego@samplecompany.com,(800) - 456 - 1663,,IT Services,Public Relations,Pre Qualified,"05 May, 2011 00:00:00",
1664,Liz,St. Cloud State University,1001,Rozario Diego,liz@samplecompany.com,(800) - 456 - 1664,,Education,Partner,Contact in Future,"05 May, 2011 00:00:00",
1665,Francisco,Pacific Tube Company,1002,Santa Cruz Clara,francisco@samplecompany.com,(800) - 456 - 1665,,Government/Military,Sales Mail Alias,Contacted,"05 May, 2011 00:00:00",
1666,Antonio,Timken Company,1010,Augustine Paul,antonio@samplecompany.com,(800) - 456 - 1666,,Financial Services,Public Relations,Junk Lead,"05 May, 2011 00:00:00",
1667,Hari,Aerolloy Inc,1011,Tina Thomas,hari@samplecompany.com,(800) - 456 - 1667,,Consulting,Partner,Attempted to Contact,"05 May, 2011 00:00:00",
1668,Hari,Audmet Associates Inc,1010,Augustine Paul,hari@samplecompany.com,(800) - 456 - 1668,,Consulting,OnlineStore,Pre Qualified,"05 May, 2011 00:00:00",
1669,Christina,Automotive Packaging Corp,1001,Rozario Diego,christina@samplecompany.com,(800) - 456 - 1669,,Manufacturing,Web Research,Contact in Future,"05 May, 2011 00:00:00",
1670,Elizabeth,Camdale Precision Inc,1010,Augustine Paul,elizabeth@samplecompany.com,(800) - 456 - 1670,,Technology,External Referral,Contacted,"05 May, 2011 00:00:00",
1671,Helvetius,Carlton Forge Works,1001,Rozario Diego,helvetius@samplecompany.com,(800) - 456 - 1671,,Financial Services,External Referral,Not Contacted,"05 May, 2011 00:00:00",
1672,Victoria,AmeriSteel Corporation,1009,Thomas Mondrake,victoria@samplecompany.com,(800) - 456 - 1672,,Service Provider,Employee Referral,Pre Qualified,"05 May, 2011 00:00:00",
1673,Chris,Doric Manufacturing Co,1006,Harold Pawlan,chris@samplecompany.com,(800) - 456 - 1673,,Pharma,OnlineStore,Contact in Future,"05 May, 2011 00:00:00",
1674,Simon,Goldsborough & Vansant Inc,1004,Pete Zachriah,simon@samplecompany.com,(800) - 456 - 1674,,Financial Services,Employee Referral,Contacted,"05 May, 2011 00:00:00",
1675,Yoshi,Interlake Stamping Corp,1004,Pete Zachriah,yoshi@samplecompany.com,(800) - 456 - 1675,,Financial Services,Partner,Junk Lead,"05 May, 2011 00:00:00",
1676,Laurence,KomTek Division of Kervick Enterprises,1004,Pete Zachriah,laurence@samplecompany.com,(800) - 456 - 1676,,Communications,External Referral,Attempted to Contact,"05 May, 2011 00:00:00",
1677,John,Lawndale Forge Inc,1005,Steffi Graf,john@samplecompany.com,(800) - 456 - 1677,,Financial Services,External Referral,Pre Qualified,"05 May, 2011 00:00:00",
1678,Jonas,Mc Mahon Brothers Machine Works,1004,Pete Zachriah,jonas@samplecompany.com,(800) - 456 - 1678,,Communications,External Referral,Contact in Future,"05 May, 2011 00:00:00",
1679,Yoshi,Merit Gear Corp,1007,David Love,yoshi@samplecompany.com,(800) - 456 - 1679,,Technology,Trade Show,Lost Lead,"05 May, 2011 00:00:00",
